NN;flatFileRowCounterr;nMaxx;tSeqDB;bTermDB;vertexDBVertex;vertexDegreeDB;vertexScalarDB;vertexDB;targetEvaluate
20;16;30;32768;10;0 702 0 0 0;0;702;0 702 0 0 0;1048576
20;16;30;32768;10;1 -27 1 0 0;1;-27;1 -27 1 0 0;1048576
20;17;30;65536;10;1 -27 1 0 0;1;-27;1 -27 1 0 0;1048576
20;17;30;65536;10;1 1 2 0 0;2;1;1 1 2 0 0;1048576
20;17;30;65536;10;0 756 0 0 0;0;756;0 756 0 0 0;1048576
20;17;30;65536;10;1 -28 1 0 0;1;-28;1 -28 1 0 0;1048576
20;18;30;131072;10;1 -28 1 0 0;1;-28;1 -28 1 0 0;1048576
20;18;30;131072;10;1 1 2 0 0;2;1;1 1 2 0 0;1048576
20;18;30;131072;10;0 812 0 0 0;0;812;0 812 0 0 0;1048576
20;18;30;131072;10;1 -29 1 0 0;1;-29;1 -29 1 0 0;1048576
20;19;30;262144;10;1 -29 1 0 0;1;-29;1 -29 1 0 0;1048576
20;19;30;262144;10;1 1 2 0 0;2;1;1 1 2 0 0;1048576
20;19;30;262144;10;0 870 0 0 0;0;870;0 870 0 0 0;1048576
20;19;30;262144;10;1 -30 1 0 0;1;-30;1 -30 1 0 0;1048576
21;-1;30;1;1;0 22 -1 0 0;-1;22;0 22 -1 0 0;2097152
21;0;30;1;9;1 -9 1 0 0;1;-9;1 -9 1 0 0;2097152
21;0;30;1;9;1 1 2 0 0;2;1;1 1 2 0 0;2097152
21;0;30;1;9;0 90 0 0 0;0;90;0 90 0 0 0;2097152
21;0;30;1;9;1 -10 1 0 0;1;-10;1 -10 1 0 0;2097152
21;1;30;1;9;1 -10 1 0 0;1;-10;1 -10 1 0 0;2097152
21;1;30;1;9;1 1 2 0 0;2;1;1 1 2 0 0;2097152
21;1;30;1;9;0 110 0 0 0;0;110;0 110 0 0 0;2097152
21;1;30;1;9;1 -11 1 0 0;1;-11;1 -11 1 0 0;2097152
21;2;30;2;9;1 -11 1 0 0;1;-11;1 -11 1 0 0;2097152
21;2;30;2;9;1 1 2 0 0;2;1;1 1 2 0 0;2097152
21;2;30;2;9;0 132 0 0 0;0;132;0 132 0 0 0;2097152
21;2;30;2;9;1 -12 1 0 0;1;-12;1 -12 1 0 0;2097152
21;3;30;4;9;1 -12 1 0 0;1;-12;1 -12 1 0 0;2097152
21;3;30;4;9;1 1 2 0 0;2;1;1 1 2 0 0;2097152
21;3;30;4;9;0 156 0 0 0;0;156;0 156 0 0 0;2097152
21;3;30;4;9;1 -13 1 0 0;1;-13;1 -13 1 0 0;2097152
21;4;30;8;9;1 -13 1 0 0;1;-13;1 -13 1 0 0;2097152
21;4;30;8;9;1 1 2 0 0;2;1;1 1 2 0 0;2097152
21;4;30;8;9;0 182 0 0 0;0;182;0 182 0 0 0;2097152
21;4;30;8;9;1 -14 1 0 0;1;-14;1 -14 1 0 0;2097152
21;5;30;16;9;1 -14 1 0 0;1;-14;1 -14 1 0 0;2097152
21;5;30;16;9;1 1 2 0 0;2;1;1 1 2 0 0;2097152
21;5;30;16;9;0 210 0 0 0;0;210;0 210 0 0 0;2097152
21;5;30;16;9;1 -15 1 0 0;1;-15;1 -15 1 0 0;2097152
21;6;30;32;9;1 -15 1 0 0;1;-15;1 -15 1 0 0;2097152
21;6;30;32;9;1 1 2 0 0;2;1;1 1 2 0 0;2097152
21;6;30;32;9;0 240 0 0 0;0;240;0 240 0 0 0;2097152
21;6;30;32;9;1 -16 1 0 0;1;-16;1 -16 1 0 0;2097152
21;7;30;64;9;1 -16 1 0 0;1;-16;1 -16 1 0 0;2097152
21;7;30;64;9;1 1 2 0 0;2;1;1 1 2 0 0;2097152
21;7;30;64;9;0 272 0 0 0;0;272;0 272 0 0 0;2097152
21;7;30;64;9;1 -17 1 0 0;1;-17;1 -17 1 0 0;2097152
21;8;30;128;9;1 -17 1 0 0;1;-17;1 -17 1 0 0;2097152
21;8;30;128;9;1 1 2 0 0;2;1;1 1 2 0 0;2097152
21;8;30;128;9;0 306 0 0 0;0;306;0 306 0 0 0;2097152
21;8;30;128;9;1 -18 1 0 0;1;-18;1 -18 1 0 0;2097152
21;9;30;256;9;1 -18 1 0 0;1;-18;1 -18 1 0 0;2097152
21;9;30;256;9;1 1 2 0 0;2;1;1 1 2 0 0;2097152
21;9;30;256;9;0 342 0 0 0;0;342;0 342 0 0 0;2097152
21;9;30;256;9;1 -19 1 0 0;1;-19;1 -19 1 0 0;2097152
21;10;30;512;9;1 -19 1 0 0;1;-19;1 -19 1 0 0;2097152
21;10;30;512;9;1 1 2 0 0;2;1;1 1 2 0 0;2097152
21;10;30;512;9;0 380 0 0 0;0;380;0 380 0 0 0;2097152
21;10;30;512;9;1 -20 1 0 0;1;-20;1 -20 1 0 0;2097152
21;11;30;1024;9;1 -20 1 0 0;1;-20;1 -20 1 0 0;2097152
21;11;30;1024;9;1 1 2 0 0;2;1;1 1 2 0 0;2097152
21;11;30;1024;9;0 420 0 0 0;0;420;0 420 0 0 0;2097152
21;11;30;1024;9;1 -21 1 0 0;1;-21;1 -21 1 0 0;2097152
21;12;30;2048;9;1 -21 1 0 0;1;-21;1 -21 1 0 0;2097152
21;12;30;2048;9;1 1 2 0 0;2;1;1 1 2 0 0;2097152
21;12;30;2048;9;0 462 0 0 0;0;462;0 462 0 0 0;2097152
21;12;30;2048;9;1 -22 1 0 0;1;-22;1 -22 1 0 0;2097152
21;13;30;4096;9;1 -22 1 0 0;1;-22;1 -22 1 0 0;2097152
21;13;30;4096;9;1 1 2 0 0;2;1;1 1 2 0 0;2097152
21;13;30;4096;9;0 506 0 0 0;0;506;0 506 0 0 0;2097152
21;13;30;4096;9;1 -23 1 0 0;1;-23;1 -23 1 0 0;2097152
21;14;30;8192;9;1 -23 1 0 0;1;-23;1 -23 1 0 0;2097152
21;14;30;8192;9;1 1 2 0 0;2;1;1 1 2 0 0;2097152
21;14;30;8192;9;0 552 0 0 0;0;552;0 552 0 0 0;2097152
21;14;30;8192;9;1 -24 1 0 0;1;-24;1 -24 1 0 0;2097152
21;15;30;16384;9;1 -24 1 0 0;1;-24;1 -24 1 0 0;2097152
21;15;30;16384;9;1 1 2 0 0;2;1;1 1 2 0 0;2097152
21;15;30;16384;9;0 600 0 0 0;0;600;0 600 0 0 0;2097152
21;15;30;16384;9;1 -25 1 0 0;1;-25;1 -25 1 0 0;2097152
21;16;30;32768;9;1 -25 1 0 0;1;-25;1 -25 1 0 0;2097152
21;16;30;32768;9;1 1 2 0 0;2;1;1 1 2 0 0;2097152
21;16;30;32768;9;0 650 0 0 0;0;650;0 650 0 0 0;2097152
21;16;30;32768;9;1 -26 1 0 0;1;-26;1 -26 1 0 0;2097152
21;17;30;65536;9;1 -26 1 0 0;1;-26;1 -26 1 0 0;2097152
21;17;30;65536;9;1 1 2 0 0;2;1;1 1 2 0 0;2097152
21;17;30;65536;9;0 702 0 0 0;0;702;0 702 0 0 0;2097152
21;17;30;65536;9;1 -27 1 0 0;1;-27;1 -27 1 0 0;2097152
21;18;30;131072;9;1 -27 1 0 0;1;-27;1 -27 1 0 0;2097152
21;18;30;131072;9;1 1 2 0 0;2;1;1 1 2 0 0;2097152
21;18;30;131072;9;0 756 0 0 0;0;756;0 756 0 0 0;2097152
21;18;30;131072;9;1 -28 1 0 0;1;-28;1 -28 1 0 0;2097152
21;19;30;262144;9;1 -28 1 0 0;1;-28;1 -28 1 0 0;2097152
21;19;30;262144;9;1 1 2 0 0;2;1;1 1 2 0 0;2097152
21;19;30;262144;9;0 812 0 0 0;0;812;0 812 0 0 0;2097152
21;19;30;262144;9;1 -29 1 0 0;1;-29;1 -29 1 0 0;2097152
21;20;30;524288;9;1 -29 1 0 0;1;-29;1 -29 1 0 0;2097152
21;20;30;524288;9;1 1 2 0 0;2;1;1 1 2 0 0;2097152
21;20;30;524288;9;0 870 0 0 0;0;870;0 870 0 0 0;2097152
21;20;30;524288;9;1 -30 1 0 0;1;-30;1 -30 1 0 0;2097152
22;-1;30;1;1;0 23 -1 0 0;-1;23;0 23 -1 0 0;4194304
22;0;30;1;8;1 -8 1 0 0;1;-8;1 -8 1 0 0;4194304
22;0;30;1;8;1 1 2 0 0;2;1;1 1 2 0 0;4194304
22;0;30;1;8;0 72 0 0 0;0;72;0 72 0 0 0;4194304
22;0;30;1;8;1 -9 1 0 0;1;-9;1 -9 1 0 0;4194304
22;1;30;1;8;1 -9 1 0 0;1;-9;1 -9 1 0 0;4194304
22;1;30;1;8;1 1 2 0 0;2;1;1 1 2 0 0;4194304
22;1;30;1;8;0 90 0 0 0;0;90;0 90 0 0 0;4194304
22;1;30;1;8;1 -10 1 0 0;1;-10;1 -10 1 0 0;4194304
22;2;30;2;8;1 -10 1 0 0;1;-10;1 -10 1 0 0;4194304
22;2;30;2;8;1 1 2 0 0;2;1;1 1 2 0 0;4194304
22;2;30;2;8;0 110 0 0 0;0;110;0 110 0 0 0;4194304
22;2;30;2;8;1 -11 1 0 0;1;-11;1 -11 1 0 0;4194304
22;3;30;4;8;1 -11 1 0 0;1;-11;1 -11 1 0 0;4194304
22;3;30;4;8;1 1 2 0 0;2;1;1 1 2 0 0;4194304
22;3;30;4;8;0 132 0 0 0;0;132;0 132 0 0 0;4194304
22;3;30;4;8;1 -12 1 0 0;1;-12;1 -12 1 0 0;4194304
22;4;30;8;8;1 -12 1 0 0;1;-12;1 -12 1 0 0;4194304
22;4;30;8;8;1 1 2 0 0;2;1;1 1 2 0 0;4194304
22;4;30;8;8;0 156 0 0 0;0;156;0 156 0 0 0;4194304
22;4;30;8;8;1 -13 1 0 0;1;-13;1 -13 1 0 0;4194304
22;5;30;16;8;1 -13 1 0 0;1;-13;1 -13 1 0 0;4194304
22;5;30;16;8;1 1 2 0 0;2;1;1 1 2 0 0;4194304
22;5;30;16;8;0 182 0 0 0;0;182;0 182 0 0 0;4194304
22;5;30;16;8;1 -14 1 0 0;1;-14;1 -14 1 0 0;4194304
22;6;30;32;8;1 -14 1 0 0;1;-14;1 -14 1 0 0;4194304
22;6;30;32;8;1 1 2 0 0;2;1;1 1 2 0 0;4194304
22;6;30;32;8;0 210 0 0 0;0;210;0 210 0 0 0;4194304
22;6;30;32;8;1 -15 1 0 0;1;-15;1 -15 1 0 0;4194304
22;7;30;64;8;1 -15 1 0 0;1;-15;1 -15 1 0 0;4194304
22;7;30;64;8;1 1 2 0 0;2;1;1 1 2 0 0;4194304
22;7;30;64;8;0 240 0 0 0;0;240;0 240 0 0 0;4194304
22;7;30;64;8;1 -16 1 0 0;1;-16;1 -16 1 0 0;4194304
22;8;30;128;8;1 -16 1 0 0;1;-16;1 -16 1 0 0;4194304
22;8;30;128;8;1 1 2 0 0;2;1;1 1 2 0 0;4194304
22;8;30;128;8;0 272 0 0 0;0;272;0 272 0 0 0;4194304
22;8;30;128;8;1 -17 1 0 0;1;-17;1 -17 1 0 0;4194304
22;9;30;256;8;1 -17 1 0 0;1;-17;1 -17 1 0 0;4194304
22;9;30;256;8;1 1 2 0 0;2;1;1 1 2 0 0;4194304
22;9;30;256;8;0 306 0 0 0;0;306;0 306 0 0 0;4194304
22;9;30;256;8;1 -18 1 0 0;1;-18;1 -18 1 0 0;4194304
22;10;30;512;8;1 -18 1 0 0;1;-18;1 -18 1 0 0;4194304
22;10;30;512;8;1 1 2 0 0;2;1;1 1 2 0 0;4194304
22;10;30;512;8;0 342 0 0 0;0;342;0 342 0 0 0;4194304
22;10;30;512;8;1 -19 1 0 0;1;-19;1 -19 1 0 0;4194304
22;11;30;1024;8;1 -19 1 0 0;1;-19;1 -19 1 0 0;4194304
22;11;30;1024;8;1 1 2 0 0;2;1;1 1 2 0 0;4194304
22;11;30;1024;8;0 380 0 0 0;0;380;0 380 0 0 0;4194304
22;11;30;1024;8;1 -20 1 0 0;1;-20;1 -20 1 0 0;4194304
22;12;30;2048;8;1 -20 1 0 0;1;-20;1 -20 1 0 0;4194304
22;12;30;2048;8;1 1 2 0 0;2;1;1 1 2 0 0;4194304
22;12;30;2048;8;0 420 0 0 0;0;420;0 420 0 0 0;4194304
22;12;30;2048;8;1 -21 1 0 0;1;-21;1 -21 1 0 0;4194304
22;13;30;4096;8;1 -21 1 0 0;1;-21;1 -21 1 0 0;4194304
22;13;30;4096;8;1 1 2 0 0;2;1;1 1 2 0 0;4194304
22;13;30;4096;8;0 462 0 0 0;0;462;0 462 0 0 0;4194304
22;13;30;4096;8;1 -22 1 0 0;1;-22;1 -22 1 0 0;4194304
22;14;30;8192;8;1 -22 1 0 0;1;-22;1 -22 1 0 0;4194304
22;14;30;8192;8;1 1 2 0 0;2;1;1 1 2 0 0;4194304
22;14;30;8192;8;0 506 0 0 0;0;506;0 506 0 0 0;4194304
22;14;30;8192;8;1 -23 1 0 0;1;-23;1 -23 1 0 0;4194304
22;15;30;16384;8;1 -23 1 0 0;1;-23;1 -23 1 0 0;4194304
22;15;30;16384;8;1 1 2 0 0;2;1;1 1 2 0 0;4194304
22;15;30;16384;8;0 552 0 0 0;0;552;0 552 0 0 0;4194304
22;15;30;16384;8;1 -24 1 0 0;1;-24;1 -24 1 0 0;4194304
22;16;30;32768;8;1 -24 1 0 0;1;-24;1 -24 1 0 0;4194304
22;16;30;32768;8;1 1 2 0 0;2;1;1 1 2 0 0;4194304
22;16;30;32768;8;0 600 0 0 0;0;600;0 600 0 0 0;4194304
22;16;30;32768;8;1 -25 1 0 0;1;-25;1 -25 1 0 0;4194304
22;17;30;65536;8;1 -25 1 0 0;1;-25;1 -25 1 0 0;4194304
22;17;30;65536;8;1 1 2 0 0;2;1;1 1 2 0 0;4194304
22;17;30;65536;8;0 650 0 0 0;0;650;0 650 0 0 0;4194304
22;17;30;65536;8;1 -26 1 0 0;1;-26;1 -26 1 0 0;4194304
22;18;30;131072;8;1 -26 1 0 0;1;-26;1 -26 1 0 0;4194304
22;18;30;131072;8;1 1 2 0 0;2;1;1 1 2 0 0;4194304
22;18;30;131072;8;0 702 0 0 0;0;702;0 702 0 0 0;4194304
22;18;30;131072;8;1 -27 1 0 0;1;-27;1 -27 1 0 0;4194304
22;19;30;262144;8;1 -27 1 0 0;1;-27;1 -27 1 0 0;4194304
22;19;30;262144;8;1 1 2 0 0;2;1;1 1 2 0 0;4194304
22;19;30;262144;8;0 756 0 0 0;0;756;0 756 0 0 0;4194304
22;19;30;262144;8;1 -28 1 0 0;1;-28;1 -28 1 0 0;4194304
22;20;30;524288;8;1 -28 1 0 0;1;-28;1 -28 1 0 0;4194304
22;20;30;524288;8;1 1 2 0 0;2;1;1 1 2 0 0;4194304
22;20;30;524288;8;0 812 0 0 0;0;812;0 812 0 0 0;4194304
22;20;30;524288;8;1 -29 1 0 0;1;-29;1 -29 1 0 0;4194304
22;21;30;1048576;8;1 -29 1 0 0;1;-29;1 -29 1 0 0;4194304
22;21;30;1048576;8;1 1 2 0 0;2;1;1 1 2 0 0;4194304
22;21;30;1048576;8;0 870 0 0 0;0;870;0 870 0 0 0;4194304
22;21;30;1048576;8;1 -30 1 0 0;1;-30;1 -30 1 0 0;4194304
23;-1;30;1;1;0 24 -1 0 0;-1;24;0 24 -1 0 0;8388608
23;0;30;1;7;1 -7 1 0 0;1;-7;1 -7 1 0 0;8388608
23;0;30;1;7;1 1 2 0 0;2;1;1 1 2 0 0;8388608
23;0;30;1;7;0 56 0 0 0;0;56;0 56 0 0 0;8388608
23;0;30;1;7;1 -8 1 0 0;1;-8;1 -8 1 0 0;8388608
23;1;30;1;7;1 -8 1 0 0;1;-8;1 -8 1 0 0;8388608
23;1;30;1;7;1 1 2 0 0;2;1;1 1 2 0 0;8388608
23;1;30;1;7;0 72 0 0 0;0;72;0 72 0 0 0;8388608
23;1;30;1;7;1 -9 1 0 0;1;-9;1 -9 1 0 0;8388608
23;2;30;2;7;1 -9 1 0 0;1;-9;1 -9 1 0 0;8388608
23;2;30;2;7;1 1 2 0 0;2;1;1 1 2 0 0;8388608
23;2;30;2;7;0 90 0 0 0;0;90;0 90 0 0 0;8388608
23;2;30;2;7;1 -10 1 0 0;1;-10;1 -10 1 0 0;8388608
23;3;30;4;7;1 -10 1 0 0;1;-10;1 -10 1 0 0;8388608
23;3;30;4;7;1 1 2 0 0;2;1;1 1 2 0 0;8388608
23;3;30;4;7;0 110 0 0 0;0;110;0 110 0 0 0;8388608
23;3;30;4;7;1 -11 1 0 0;1;-11;1 -11 1 0 0;8388608
23;4;30;8;7;1 -11 1 0 0;1;-11;1 -11 1 0 0;8388608
23;4;30;8;7;1 1 2 0 0;2;1;1 1 2 0 0;8388608
23;4;30;8;7;0 132 0 0 0;0;132;0 132 0 0 0;8388608
23;4;30;8;7;1 -12 1 0 0;1;-12;1 -12 1 0 0;8388608
23;5;30;16;7;1 -12 1 0 0;1;-12;1 -12 1 0 0;8388608
23;5;30;16;7;1 1 2 0 0;2;1;1 1 2 0 0;8388608
23;5;30;16;7;0 156 0 0 0;0;156;0 156 0 0 0;8388608
23;5;30;16;7;1 -13 1 0 0;1;-13;1 -13 1 0 0;8388608
23;6;30;32;7;1 -13 1 0 0;1;-13;1 -13 1 0 0;8388608
23;6;30;32;7;1 1 2 0 0;2;1;1 1 2 0 0;8388608
23;6;30;32;7;0 182 0 0 0;0;182;0 182 0 0 0;8388608
23;6;30;32;7;1 -14 1 0 0;1;-14;1 -14 1 0 0;8388608
23;7;30;64;7;1 -14 1 0 0;1;-14;1 -14 1 0 0;8388608
23;7;30;64;7;1 1 2 0 0;2;1;1 1 2 0 0;8388608
23;7;30;64;7;0 210 0 0 0;0;210;0 210 0 0 0;8388608
23;7;30;64;7;1 -15 1 0 0;1;-15;1 -15 1 0 0;8388608
23;8;30;128;7;1 -15 1 0 0;1;-15;1 -15 1 0 0;8388608
23;8;30;128;7;1 1 2 0 0;2;1;1 1 2 0 0;8388608
23;8;30;128;7;0 240 0 0 0;0;240;0 240 0 0 0;8388608
23;8;30;128;7;1 -16 1 0 0;1;-16;1 -16 1 0 0;8388608
23;9;30;256;7;1 -16 1 0 0;1;-16;1 -16 1 0 0;8388608
23;9;30;256;7;1 1 2 0 0;2;1;1 1 2 0 0;8388608
23;9;30;256;7;0 272 0 0 0;0;272;0 272 0 0 0;8388608
23;9;30;256;7;1 -17 1 0 0;1;-17;1 -17 1 0 0;8388608
23;10;30;512;7;1 -17 1 0 0;1;-17;1 -17 1 0 0;8388608
23;10;30;512;7;1 1 2 0 0;2;1;1 1 2 0 0;8388608
23;10;30;512;7;0 306 0 0 0;0;306;0 306 0 0 0;8388608
23;10;30;512;7;1 -18 1 0 0;1;-18;1 -18 1 0 0;8388608
23;11;30;1024;7;1 -18 1 0 0;1;-18;1 -18 1 0 0;8388608
23;11;30;1024;7;1 1 2 0 0;2;1;1 1 2 0 0;8388608
23;11;30;1024;7;0 342 0 0 0;0;342;0 342 0 0 0;8388608
23;11;30;1024;7;1 -19 1 0 0;1;-19;1 -19 1 0 0;8388608
23;12;30;2048;7;1 -19 1 0 0;1;-19;1 -19 1 0 0;8388608
23;12;30;2048;7;1 1 2 0 0;2;1;1 1 2 0 0;8388608
23;12;30;2048;7;0 380 0 0 0;0;380;0 380 0 0 0;8388608
23;12;30;2048;7;1 -20 1 0 0;1;-20;1 -20 1 0 0;8388608
23;13;30;4096;7;1 -20 1 0 0;1;-20;1 -20 1 0 0;8388608
23;13;30;4096;7;1 1 2 0 0;2;1;1 1 2 0 0;8388608
23;13;30;4096;7;0 420 0 0 0;0;420;0 420 0 0 0;8388608
23;13;30;4096;7;1 -21 1 0 0;1;-21;1 -21 1 0 0;8388608
23;14;30;8192;7;1 -21 1 0 0;1;-21;1 -21 1 0 0;8388608
23;14;30;8192;7;1 1 2 0 0;2;1;1 1 2 0 0;8388608
23;14;30;8192;7;0 462 0 0 0;0;462;0 462 0 0 0;8388608
23;14;30;8192;7;1 -22 1 0 0;1;-22;1 -22 1 0 0;8388608
23;15;30;16384;7;1 -22 1 0 0;1;-22;1 -22 1 0 0;8388608
23;15;30;16384;7;1 1 2 0 0;2;1;1 1 2 0 0;8388608
23;15;30;16384;7;0 506 0 0 0;0;506;0 506 0 0 0;8388608
23;15;30;16384;7;1 -23 1 0 0;1;-23;1 -23 1 0 0;8388608
23;16;30;32768;7;1 -23 1 0 0;1;-23;1 -23 1 0 0;8388608
23;16;30;32768;7;1 1 2 0 0;2;1;1 1 2 0 0;8388608
23;16;30;32768;7;0 552 0 0 0;0;552;0 552 0 0 0;8388608
23;16;30;32768;7;1 -24 1 0 0;1;-24;1 -24 1 0 0;8388608
23;17;30;65536;7;1 -24 1 0 0;1;-24;1 -24 1 0 0;8388608
23;17;30;65536;7;1 1 2 0 0;2;1;1 1 2 0 0;8388608
23;17;30;65536;7;0 600 0 0 0;0;600;0 600 0 0 0;8388608
23;17;30;65536;7;1 -25 1 0 0;1;-25;1 -25 1 0 0;8388608
23;18;30;131072;7;1 -25 1 0 0;1;-25;1 -25 1 0 0;8388608
23;18;30;131072;7;1 1 2 0 0;2;1;1 1 2 0 0;8388608
23;18;30;131072;7;0 650 0 0 0;0;650;0 650 0 0 0;8388608
23;18;30;131072;7;1 -26 1 0 0;1;-26;1 -26 1 0 0;8388608
23;19;30;262144;7;1 -26 1 0 0;1;-26;1 -26 1 0 0;8388608
23;19;30;262144;7;1 1 2 0 0;2;1;1 1 2 0 0;8388608
23;19;30;262144;7;0 702 0 0 0;0;702;0 702 0 0 0;8388608
23;19;30;262144;7;1 -27 1 0 0;1;-27;1 -27 1 0 0;8388608
23;20;30;524288;7;1 -27 1 0 0;1;-27;1 -27 1 0 0;8388608
23;20;30;524288;7;1 1 2 0 0;2;1;1 1 2 0 0;8388608
23;20;30;524288;7;0 756 0 0 0;0;756;0 756 0 0 0;8388608
23;20;30;524288;7;1 -28 1 0 0;1;-28;1 -28 1 0 0;8388608
23;21;30;1048576;7;1 -28 1 0 0;1;-28;1 -28 1 0 0;8388608
23;21;30;1048576;7;1 1 2 0 0;2;1;1 1 2 0 0;8388608
23;21;30;1048576;7;0 812 0 0 0;0;812;0 812 0 0 0;8388608
23;21;30;1048576;7;1 -29 1 0 0;1;-29;1 -29 1 0 0;8388608
23;22;30;2097152;7;1 -29 1 0 0;1;-29;1 -29 1 0 0;8388608
23;22;30;2097152;7;1 1 2 0 0;2;1;1 1 2 0 0;8388608
23;22;30;2097152;7;0 870 0 0 0;0;870;0 870 0 0 0;8388608
23;22;30;2097152;7;1 -30 1 0 0;1;-30;1 -30 1 0 0;8388608
24;-1;30;1;1;0 25 -1 0 0;-1;25;0 25 -1 0 0;16777216
24;0;30;1;6;1 -6 1 0 0;1;-6;1 -6 1 0 0;16777216
24;0;30;1;6;1 1 2 0 0;2;1;1 1 2 0 0;16777216
24;0;30;1;6;0 42 0 0 0;0;42;0 42 0 0 0;16777216
24;0;30;1;6;1 -7 1 0 0;1;-7;1 -7 1 0 0;16777216
24;1;30;1;6;1 -7 1 0 0;1;-7;1 -7 1 0 0;16777216
24;1;30;1;6;1 1 2 0 0;2;1;1 1 2 0 0;16777216
24;1;30;1;6;0 56 0 0 0;0;56;0 56 0 0 0;16777216
24;1;30;1;6;1 -8 1 0 0;1;-8;1 -8 1 0 0;16777216
24;2;30;2;6;1 -8 1 0 0;1;-8;1 -8 1 0 0;16777216
24;2;30;2;6;1 1 2 0 0;2;1;1 1 2 0 0;16777216
24;2;30;2;6;0 72 0 0 0;0;72;0 72 0 0 0;16777216
24;2;30;2;6;1 -9 1 0 0;1;-9;1 -9 1 0 0;16777216
24;3;30;4;6;1 -9 1 0 0;1;-9;1 -9 1 0 0;16777216
24;3;30;4;6;1 1 2 0 0;2;1;1 1 2 0 0;16777216
24;3;30;4;6;0 90 0 0 0;0;90;0 90 0 0 0;16777216
24;3;30;4;6;1 -10 1 0 0;1;-10;1 -10 1 0 0;16777216
24;4;30;8;6;1 -10 1 0 0;1;-10;1 -10 1 0 0;16777216
24;4;30;8;6;1 1 2 0 0;2;1;1 1 2 0 0;16777216
24;4;30;8;6;0 110 0 0 0;0;110;0 110 0 0 0;16777216
24;4;30;8;6;1 -11 1 0 0;1;-11;1 -11 1 0 0;16777216
24;5;30;16;6;1 -11 1 0 0;1;-11;1 -11 1 0 0;16777216
24;5;30;16;6;1 1 2 0 0;2;1;1 1 2 0 0;16777216
24;5;30;16;6;0 132 0 0 0;0;132;0 132 0 0 0;16777216
24;5;30;16;6;1 -12 1 0 0;1;-12;1 -12 1 0 0;16777216
24;6;30;32;6;1 -12 1 0 0;1;-12;1 -12 1 0 0;16777216
24;6;30;32;6;1 1 2 0 0;2;1;1 1 2 0 0;16777216
24;6;30;32;6;0 156 0 0 0;0;156;0 156 0 0 0;16777216
24;6;30;32;6;1 -13 1 0 0;1;-13;1 -13 1 0 0;16777216
24;7;30;64;6;1 -13 1 0 0;1;-13;1 -13 1 0 0;16777216
24;7;30;64;6;1 1 2 0 0;2;1;1 1 2 0 0;16777216
24;7;30;64;6;0 182 0 0 0;0;182;0 182 0 0 0;16777216
24;7;30;64;6;1 -14 1 0 0;1;-14;1 -14 1 0 0;16777216
24;8;30;128;6;1 -14 1 0 0;1;-14;1 -14 1 0 0;16777216
24;8;30;128;6;1 1 2 0 0;2;1;1 1 2 0 0;16777216
24;8;30;128;6;0 210 0 0 0;0;210;0 210 0 0 0;16777216
24;8;30;128;6;1 -15 1 0 0;1;-15;1 -15 1 0 0;16777216
24;9;30;256;6;1 -15 1 0 0;1;-15;1 -15 1 0 0;16777216
24;9;30;256;6;1 1 2 0 0;2;1;1 1 2 0 0;16777216
24;9;30;256;6;0 240 0 0 0;0;240;0 240 0 0 0;16777216
24;9;30;256;6;1 -16 1 0 0;1;-16;1 -16 1 0 0;16777216
24;10;30;512;6;1 -16 1 0 0;1;-16;1 -16 1 0 0;16777216
24;10;30;512;6;1 1 2 0 0;2;1;1 1 2 0 0;16777216
24;10;30;512;6;0 272 0 0 0;0;272;0 272 0 0 0;16777216
24;10;30;512;6;1 -17 1 0 0;1;-17;1 -17 1 0 0;16777216
24;11;30;1024;6;1 -17 1 0 0;1;-17;1 -17 1 0 0;16777216
24;11;30;1024;6;1 1 2 0 0;2;1;1 1 2 0 0;16777216
24;11;30;1024;6;0 306 0 0 0;0;306;0 306 0 0 0;16777216
24;11;30;1024;6;1 -18 1 0 0;1;-18;1 -18 1 0 0;16777216
24;12;30;2048;6;1 -18 1 0 0;1;-18;1 -18 1 0 0;16777216
24;12;30;2048;6;1 1 2 0 0;2;1;1 1 2 0 0;16777216
24;12;30;2048;6;0 342 0 0 0;0;342;0 342 0 0 0;16777216
24;12;30;2048;6;1 -19 1 0 0;1;-19;1 -19 1 0 0;16777216
24;13;30;4096;6;1 -19 1 0 0;1;-19;1 -19 1 0 0;16777216
24;13;30;4096;6;1 1 2 0 0;2;1;1 1 2 0 0;16777216
24;13;30;4096;6;0 380 0 0 0;0;380;0 380 0 0 0;16777216
24;13;30;4096;6;1 -20 1 0 0;1;-20;1 -20 1 0 0;16777216
24;14;30;8192;6;1 -20 1 0 0;1;-20;1 -20 1 0 0;16777216
24;14;30;8192;6;1 1 2 0 0;2;1;1 1 2 0 0;16777216
24;14;30;8192;6;0 420 0 0 0;0;420;0 420 0 0 0;16777216
24;14;30;8192;6;1 -21 1 0 0;1;-21;1 -21 1 0 0;16777216
24;15;30;16384;6;1 -21 1 0 0;1;-21;1 -21 1 0 0;16777216
24;15;30;16384;6;1 1 2 0 0;2;1;1 1 2 0 0;16777216
24;15;30;16384;6;0 462 0 0 0;0;462;0 462 0 0 0;16777216
24;15;30;16384;6;1 -22 1 0 0;1;-22;1 -22 1 0 0;16777216
24;16;30;32768;6;1 -22 1 0 0;1;-22;1 -22 1 0 0;16777216
